Id,SalePrice
1461,124112.109375
1462,157087.859375
1463,180422.296875
1464,180038.578125
1465,199115.71875
1466,174032.5625
1467,168841.609375
1468,162242.90625
1469,185049.734375
1470,125529.382812
1471,193513.3125
1472,100355.4375
1473,100687.210938
1474,151194.984375
1475,133564.796875
1476,376241.65625
1477,242425.84375
1478,291381.0
1479,252217.6875
1480,490954.9375
1481,319513.0625
1482,213232.9375
1483,173991.421875
1484,171249.390625
1485,174623.671875
1486,192394.875
1487,330651.78125
1488,234781.140625
1489,195061.0625
1490,212739.328125
1491,190927.703125
1492,91356.453125
1493,186465.921875
1494,285674.625
1495,290600.46875
1496,220860.53125
1497,188495.5
1498,158387.671875
1499,160057.78125
1500,150841.8125
1501,182970.15625
1502,162611.171875
1503,293138.1875
1504,225409.34375
1505,221971.125
1506,188972.78125
1507,230474.203125
1508,205922.390625
1509,160864.90625
1510,142099.03125
1511,142432.3125
1512,172629.65625
1513,145485.296875
1514,177668.265625
1515,184048.203125
1516,155946.578125
1517,154539.875
1518,138556.484375
1519,222762.140625
1520,136624.671875
1521,139030.609375
1522,168058.875
1523,109054.429688
1524,127207.3125
1525,126746.5
1526,131939.046875
1527,104742.6875
1528,134178.140625
1529,144887.78125
1530,173298.65625
1531,117894.445312
1532,116204.71875
1533,145094.4375
1534,120677.640625
1535,154053.0625
1536,120403.960938
1537,68674.40625
1538,168724.34375
1539,188560.53125
1540,91172.6953125
1541,140202.28125
1542,139783.890625
1543,222539.75
1544,90310.7265625
1545,103975.867188
1546,118708.9375
1547,128878.21875
1548,130805.90625
1549,121212.1875
1550,132617.3125
1551,118438.640625
1552,126827.117188
1553,144616.875
1554,112607.070312
1555,173890.984375
1556,84194.203125
1557,115922.09375
1558,95506.6328125
1559,97124.8046875
1560,147904.546875
1561,144075.390625
1562,125420.695312
1563,123254.695312
1564,160865.890625
1565,140009.375
1566,222319.625
1567,76771.203125
1568,218894.515625
1569,143859.34375
1570,134235.484375
1571,129578.273438
1572,152635.375
1573,254244.328125
1574,120078.476562
1575,221740.09375
1576,214945.875
1577,187765.640625
1578,151259.265625
1579,142158.53125
1580,197966.734375
1581,144783.6875
1582,126459.960938
1583,317295.9375
1584,236173.765625
1585,143582.65625
1586,78928.3359375
1587,101192.78125
1588,148866.296875
1589,94195.3125
1590,139477.046875
1591,103828.132812
1592,126996.664062
1593,126275.625
1594,181139.640625
1595,110267.578125
1596,223517.328125
1597,184820.875
1598,192281.171875
1599,190988.34375
1600,185951.28125
1601,87114.359375
1602,116509.09375
1603,98519.234375
1604,272781.4375
1605,244253.96875
1606,161137.46875
1607,177050.921875
1608,198155.984375
1609,190896.546875
1610,151823.453125
1611,140623.984375
1612,166543.6875
1613,160931.203125
1614,131314.484375
1615,90807.5859375
1616,76458.6171875
1617,92862.625
1618,125891.851562
1619,128726.65625
1620,153018.859375
1621,138562.671875
1622,144982.765625
1623,290477.625
1624,213136.0625
1625,135052.5
1626,167860.671875
1627,184784.671875
1628,273145.03125
1629,177142.734375
1630,345050.125
1631,222292.78125
1632,240478.0625
1633,171732.609375
1634,180190.78125
1635,174524.03125
1636,150258.078125
1637,172788.046875
1638,214814.78125
1639,181615.09375
1640,265426.71875
1641,182154.28125
1642,216725.53125
1643,220843.9375
1644,219555.953125
1645,184256.4375
1646,149667.453125
1647,165791.796875
1648,132649.328125
1649,135973.65625
1650,119390.867188
1651,121323.515625
1652,102112.617188
