Id,SalePrice
1461,159721.394359
1462,162131.332552
1463,178085.11998
1464,180671.658221
1465,191460.127826
1466,179741.866442
1467,169688.141147
1468,176703.596834
1469,177761.4497
1470,155567.999474
1471,190393.595734
1472,154474.992389
1473,153248.211848
1474,167258.842377
1475,157091.990994
1476,255806.866977
1477,212663.348715
1478,245892.918168
1479,240218.983273
1480,273170.401189
1481,234534.340439
1482,197558.611386
1483,185624.155078
1484,188072.500928
1485,186574.314886
1486,190527.457993
1487,231172.319091
1488,214435.823902
1489,193283.171246
1490,199972.0429
1491,191381.404854
1492,148597.423462
1493,172205.78446
1494,225678.82795
1495,217818.394579
1496,197920.522498
1497,189332.659869
1498,183936.488343
1499,183456.046055
1500,184949.586352
1501,183995.610736
1502,184483.089629
1503,217553.806731
1504,202468.256646
1505,198644.689197
1506,178762.770836
1507,195634.884257
1508,181297.576752
1509,165264.932319
1510,164609.368017
1511,161503.657736
1512,170757.457328
1513,166482.167769
1514,176750.88646
1515,182924.377898
1516,168897.53963
1517,164279.905443
1518,166061.99179
1519,200316.658172
1520,155015.736191
1521,156246.209582
1522,167465.245763
1523,151394.418305
1524,154048.237905
1525,153514.939296
1526,153056.077415
1527,157150.89402
1528,153989.159953
1529,161901.845366
1530,164819.552969
1531,160364.178026
1532,152277.321241
1533,158001.145846
1534,159458.030111
1535,163169.465181
1536,149615.374374
1537,159328.800749
1538,177229.120041
1539,196261.473512
1540,163097.185342
1541,162837.838379
1542,158640.114433
1543,173345.613888
1544,146344.766896
1545,150552.084868
1546,159600.015077
1547,158405.599445
1548,155484.089128
1549,155657.857719
1550,160138.389935
1551,155834.841191
1552,169198.381776
1553,169787.149473
1554,153652.989176
1555,175139.430587
1556,157628.126535
1557,155041.821394
1558,151966.241539
1559,158250.845537
1560,164005.284041
1561,176500.452173
1562,156677.23871
1563,153936.506416
1564,171135.633479
1565,164412.126345
1566,198777.393829
1567,152866.392046
1568,196265.811933
1569,166138.424384
1570,161860.341435
1571,158585.518129
1572,155802.200148
1573,203040.628187
1574,164570.527041
1575,197396.115707
1576,209781.332937
1577,193304.534214
1578,169653.581643
1579,164110.725858
1580,181024.182888
1581,171593.310838
1582,155567.999474
1583,235532.1281
1584,201359.095396
1585,175996.971071
1586,150639.639182
1587,154736.925692
1588,160962.277343
1589,157501.447948
1590,155885.419533
1591,151417.872118
1592,155955.921221
1593,159217.005575
1594,174483.142487
1595,162159.972565
1596,184219.45225
1597,178837.362278
1598,182085.945727
1599,187350.337744
1600,187561.289265
1601,148655.114368
1602,156047.197701
1603,154552.728267
1604,207796.318363
1605,210874.700299
1606,168815.728035
1607,183191.556557
1608,203836.224095
1609,187283.146532
1610,173518.880684
1611,159593.24275
1612,184545.977958
1613,177589.252048
1614,157466.68203
1615,150905.224253
1616,149973.857903
1617,149867.824038
1618,156091.043576
1619,162351.44789
1620,183186.799194
1621,161898.756942
1622,157475.22951
1623,218113.700548
1624,195951.884401
1625,157840.440368
1626,169076.630093
1627,176001.200004
1628,222618.218799
1629,181490.720402
1630,237142.490743
1631,184977.673376
1632,199259.951976
1633,182586.465904
1634,187113.43456
1635,179850.712151
1636,175840.728873
1637,180211.009304
1638,186903.728244
1639,176840.992603
1640,190576.684076
1641,174156.015395
1642,198773.098711
1643,199678.385086
1644,200593.163865
1645,179834.739201
1646,164074.99858
1647,166315.003707
1648,159579.165726
1649,158016.155226
1650,157566.958343
1651,158809.37694
1652,154474.992389
1653,154796.273202
1654,168763.241508
1655,164195.401401
1656,167839.251765
1657,168763.241508
1658,172973.727117
1659,153555.742803
1660,175788.255857
1661,268431.295077
1662,237770.008108
1663,261475.931605
1664,274523.268964
1665,247969.418084
1666,245843.930652
1667,238082.798783
1668,250229.941806
1669,232448.522016
1670,247624.670535
1671,208939.577741
1672,269590.934674
1673,222621.796032
1674,217607.623295
1675,190762.902068
1676,198204.759222
1677,194329.957089
1678,280820.954785
1679,253621.819948
1680,227294.887238
1681,224822.745808
1682,238434.645179
1683,193584.127035
1684,186405.947765
1685,183890.52568
1686,187454.123208
1687,183458.995377
1688,192312.610099
1689,190458.30625
1690,191374.541868
1691,189853.186375
1692,212856.203339
1693,182948.871834
1694,177791.000802
1695,175184.621337
1696,214388.255065
1697,172891.612304
1698,230056.473269
1699,237268.551469
1700,202308.761497
1701,207547.470637
1702,218426.163156
1703,217545.828023
1704,226634.198642
1705,207221.09547
1706,264626.205845
1707,197509.312457
1708,195030.18267
1709,220695.674766
1710,206755.329201
1711,217588.25615
1712,215232.237941
1713,216010.098257
1714,200926.933313
1715,192123.390543
1716,187141.03566
1717,185976.49072
1718,168329.029169
1719,196594.269777
1720,217556.077057
1721,186027.343991
1722,165760.649066
1723,176435.139288
1724,202482.713476
1725,204043.497505
1726,186079.610919
1727,181996.464008
1728,192437.150423
1729,169982.782525
1730,174067.76655
1731,156514.723081
1732,164164.98131
1733,153786.265685
1734,155407.023674
1735,161588.188603
1736,154426.340309
1737,234175.914761
1738,196645.435727
1739,217077.679432
1740,197952.988312
1741,189614.619656
1742,183565.389428
1743,185828.481388
1744,218404.893832
1745,191275.663763
1746,195311.985022
1747,190340.317096
1748,187810.39703
1749,166885.847077
1750,156942.901317
1751,187830.342644
1752,153750.917994
1753,163424.959272
1754,180872.49239
1755,171241.844801
1756,158099.45464
1757,152821.685489
1758,171515.742417
1759,170010.572695
1760,170759.111659
1761,165546.800501
1762,177024.040639
1763,171909.876705
1764,153667.835094
1765,178672.748534
1766,175704.329634
1767,181827.233237
1768,163881.147491
1769,167601.280818
1770,163892.094236
1771,157345.602587
1772,154823.670511
1773,159378.949361
1774,180534.511868
1775,154006.302856
1776,156347.727981
1777,152358.383323
1778,161974.88324
1779,157750.677503
1780,172041.680309
1781,154100.91967
1782,152337.197394
1783,169595.700655
1784,160844.48005
1785,156135.36327
1786,177626.593419
1787,187547.325571
1788,159948.769494
1789,154965.123853
1790,156231.956795
1791,187041.735757
1792,160283.121583
1793,165331.238541
1794,173554.713372
1795,156318.991378
1796,162956.479688
1797,158531.722092
1798,154373.883245
1799,152823.806312
1800,158591.229669
1801,159008.136856
1802,161709.430136
1803,168307.67228
1804,165575.65784
1805,155940.842732
1806,155929.103795
1807,164932.287521
1808,158557.152821
1809,163859.323834
1810,161572.348383
1811,161396.450474
1812,151929.450915
1813,151734.154975
1814,152645.856627
1815,146103.645279
1816,159409.787906
1817,170680.196147
1818,176738.797787
1819,164729.396166
1820,151496.564304
1821,158897.79387
1822,166913.960638
1823,149472.037539
1824,157072.64473
1825,162435.966844
1826,150069.824695
1827,149884.646009
1828,158797.733786
1829,154952.006953
1830,166682.101992
1831,164428.649625
1832,162191.293805
1833,165389.193156
1834,156790.244957
1835,167153.573086
1836,165024.442164
1837,155222.282
1838,156036.01637
1839,157481.197908
1840,173537.294008
1841,167617.967972
1842,152410.140397
1843,168015.732463
1844,165620.298411
1845,164885.938854
1846,162519.06533
1847,173878.828018
1848,147703.536908
1849,158466.867262
1850,152669.113497
1851,163070.937401
1852,157165.269585
1853,169510.661614
1854,182533.570231
1855,184288.161157
1856,197884.812105
1857,181961.310317
