Id,SalePrice
1461,161429.538979
1462,169537.099299
1463,180218.827487
1464,183015.064252
1465,187611.978229
1466,176274.511042
1467,174290.910357
1468,175292.795922
1469,173839.043955
1470,153899.654088
1471,190634.779713
1472,153829.644961
1473,153213.403824
1474,167459.358346
1475,157717.676653
1476,258135.118389
1477,217469.904891
1478,241525.266538
1479,242425.564624
1480,304818.147083
1481,232317.462211
1482,196434.808124
1483,189993.641075
1484,185283.947595
1485,187401.218026
1486,190117.203655
1487,245165.185624
1488,211193.028622
1489,189828.662535
1490,206299.671837
1491,189807.49053
1492,148508.458344
1493,177557.511755
1494,221456.624643
1495,223765.730583
1496,202744.486677
1497,188071.520763
1498,181639.261801
1499,181049.64789
1500,183083.409098
1501,184314.905109
1502,182974.930596
1503,229275.221669
1504,200090.410277
1505,197742.396346
1506,174162.83798
1507,204640.970821
1508,189205.974473
1509,163861.781361
1510,161508.027971
1511,164534.985849
1512,175841.375255
1513,165463.19178
1514,178586.606826
1515,180614.819746
1516,168898.41024
1517,164170.116709
1518,165558.079077
1519,200373.307357
1520,155553.90298
1521,159822.55255
1522,173025.812476
1523,151634.516754
1524,154305.843465
1525,152029.276269
1526,154361.888877
1527,158441.002743
1528,155111.666569
1529,160946.815392
1530,164531.105169
1531,164773.201185
1532,152355.991375
1533,164687.482987
1534,160201.733207
1535,169690.92626
1536,153588.669583
1537,162036.272915
1538,186966.585928
1539,207416.861308
1540,166398.133352
1541,167909.81806
1542,159335.118246
1543,172324.08587
1544,152459.533017
1545,154804.515896
1546,161812.166582
1547,160819.321016
1548,156759.56781
1549,156755.753457
1550,163724.123737
1551,159538.470435
1552,170601.841368
1553,178179.395365
1554,157145.437694
1555,173370.375711
1556,154739.104931
1557,160449.683997
1558,155906.321012
1559,157699.177109
1560,165540.910077
1561,167848.023774
1562,159273.728697
1563,153184.409102
1564,167848.11872
1565,170568.645961
1566,197582.785602
1567,152627.712149
1568,194061.928358
1569,169068.215856
1570,168734.687917
1571,160897.059353
1572,157307.450224
1573,194758.376846
1574,167164.134492
1575,189332.059194
1576,201870.358201
1577,189739.611353
1578,168756.128578
1579,162270.777653
1580,181200.301299
1581,174000.598022
1582,153761.53062
1583,240483.097265
1584,205394.850951
1585,175915.151094
1586,149471.39887
1587,155166.211811
1588,165253.06233
1589,159786.111908
1590,157747.984467
1591,152949.36427
1592,162457.814194
1593,157078.839696
1594,168101.205925
1595,161887.469055
1596,184414.3951
1597,181730.14302
1598,181329.553585
1599,181018.67241
1600,185236.876207
1601,149953.461458
1602,159252.96172
1603,150818.101775
1604,220586.595779
1605,211832.972912
1606,171667.301955
1607,188763.850003
1608,199027.155952
1609,186441.345542
1610,168835.138426
1611,163616.979558
1612,186104.888993
1613,181482.39618
1614,158274.815571
1615,157155.67022
1616,153746.918217
1617,152068.774289
1618,154921.236747
1619,168111.064292
1620,181839.60853
1621,162705.445359
1622,158720.376889
1623,213894.613699
1624,198031.141483
1625,160387.637654
1626,169103.557721
1627,179178.673244
1628,214034.215653
1629,178896.278627
1630,218670.401992
1631,183609.336279
1632,199407.958874
1633,181422.180792
1634,185276.116899
1635,177793.106098
1636,174607.155942
1637,174726.187395
1638,181687.417027
1639,178733.596578
1640,192033.876982
1641,177559.983532
1642,193851.504319
1643,197933.965665
1644,197734.835964
1645,177651.49573
1646,167819.388875
1647,168442.416881
1648,158526.459994
1649,157590.885652
1650,154921.323774
1651,157047.506067
1652,154051.512674
1653,153553.862846
1654,167656.311187
1655,164716.895057
1656,166345.711332
1657,167656.311187
1658,172768.331439
1659,155339.344694
1660,176824.780528
1661,282729.03662
1662,241880.858437
1663,261196.761054
1664,279990.236775
1665,236891.188253
1666,248606.987541
1667,262059.988587
1668,244501.899365
1669,231691.105136
1670,243883.14204
1671,209769.495658
1672,282563.436577
1673,228402.25007
1674,216811.130133
1675,191106.156698
1676,190562.596424
