Id,SalePrice
1461,122588.574748
1462,157550.921441
1463,188358.985757
1464,191508.609134
1465,198314.175622
1466,177901.855389
1467,169482.098521
1468,159568.114635
1469,175612.166141
1470,122313.850614
1471,199799.267583
1472,107755.508923
1473,104554.829854
1474,147172.344495
1475,126824.0586
1476,371144.653196
1477,254638.793406
1478,294309.631273
1479,285916.588619
1480,467692.738936
1481,290523.839817
1482,199648.284313
1483,178892.852722
1484,176005.73796
1485,182140.346524
1486,197853.750517
1487,310046.911977
1488,243074.280377
1489,212975.751546
1490,238772.675683
1491,195420.77994
1492,95716.8571229
1493,198132.930328
1494,312249.85177
1495,284772.637549
1496,243374.788743
1497,193750.145856
1498,172856.269944
1499,175581.123706
1500,173313.668584
1501,181794.312043
1502,180384.665764
1503,274705.910986
1504,222911.7563
1505,218994.802019
1506,183736.21037
1507,258915.372898
1508,198667.296199
1509,151392.785564
1510,146673.887382
1511,144706.174787
1512,187636.201144
1513,143542.899208
1514,187240.713594
1515,173755.534746
1516,160788.946818
1517,169302.269706
1518,148863.880615
1519,231543.446495
1520,131196.506293
1521,137143.630082
1522,167772.153455
1523,106793.33406
1524,120182.733447
1525,117238.715272
1526,120720.288136
1527,111343.233243
1528,122332.807519
1529,140178.063919
1530,164937.548082
1531,141056.790869
1532,105950.138971
1533,144158.680214
1534,118151.514724
1535,158632.286032
1536,104606.848576
1537,94666.9325034
1538,169210.887949
1539,225324.346307
1540,137480.792659
1541,146754.015359
1542,124808.614301
1543,174156.288801
1544,92654.1676928
1545,106927.751219
1546,125011.605432
1547,140432.627274
1548,107002.930408
1549,110089.457142
1550,133337.803558
1551,123181.532256
1552,171337.257125
1553,156009.884021
1554,108303.130193
1555,172800.643169
1556,98772.945497
1557,108023.475343
1558,106582.8217
1559,109612.405985
1560,141931.311748
1561,145938.309119
1562,126824.999838
1563,118391.622811
1564,152897.697758
1565,154383.714094
1566,213800.526493
1567,89395.1663272
1568,233725.453037
1569,151722.775282
1570,144977.943852
1571,126677.822592
1572,132759.083596
1573,242889.989734
1574,139542.143557
1575,226757.731348
1576,243771.531411
1577,192195.499025
1578,151902.126429
1579,138657.486658
1580,190368.627473
1581,159584.200405
1582,123340.656266
1583,311925.7495
1584,233311.109875
1585,150812.04474
1586,86031.3756663
1587,115178.452552
1588,147515.18092
1589,109104.505131
1590,131905.504985
1591,100676.03707
1592,127852.617142
1593,132640.362837
1594,178572.903039
1595,139498.372291
1596,206579.815228
1597,190803.849468
1598,197633.656615
1599,187550.928581
1600,185482.058076
1601,82646.4250485
1602,122756.095091
1603,89929.9737224
1604,266473.829827
1605,253306.829416
1606,156096.363722
1607,183558.003513
1608,198940.063559
1609,180960.210923
1610,144132.73778
